Quantity,Name,Simple Name,Set,Set Code,Card Number,Language,Finish,Rarity,TCGPlayer Product ID,TCGPlayer SKU,TCGPlayer Price Each,TCGPlayer Fetch Date,Booster,Frame Effects,Full Art?,Promo Types,Set Type,Color Indicator,Mana Cost,Type Line,Oracle Text,Colors,Oracle ID,Layout,Arena ID,MTGO ID,Multiverse IDs,cardmarket ID,Scryfall ID,Defense,Loyalty,Power,Toughness,CMC,Color Identity,EDHREC Rank,Keywords,Penny Rank,Produced Mana,Reprint?,Reserved?,Scryfall Set Code,Scryfall URL,Standard Legal?,Future Legal?,Historic Legal?,Timeless Legal?,Gladiator Legal?,Pioneer Legal?,Explorer Legal?,Modern Legal?,Legacy Legal?,Pauper Legal?,Vintage Legal?,Penny Legal?,Commander Legal?,Oathbreaker Legal?,Brawl Legal?,Standard Brawl Legal?,Alchemy Legal?,Pauper Commander Legal?,Duel Legal?,Old School Legal?,Premodern Legal?,PreDH Legal?,Scryfall Fetch Date,Notes
1,"Akroma's Will","Akroma's Will","Commander: The Lost Caverns of Ixalan",LCC,125,English,Normal,Rare,526216,7544042,12.05,2024-01-15T15:25:10.904-09:00,false,"",false,"",commander,,{3}{W},Instant,"Choose one. If you control a commander as you cast this spell, you may choose both instead.; • Creatures you control gain flying, vigilance, and double strike until end of turn.; • Creatures you control gain lifelink, indestructible, and protection from all colors until end of turn.",W,FD949F82-FC10-4E37-8AA9-6C7569FE3C55,normal,0,118646,"640421",743478,608CDBDB-6F7E-438A-BAB0-0E7782435F0F,,,,,4,W,249,"",0,,true,false,lcc,https://scryfall.com/card/lcc/125/akromas-will?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-08-30T12:39:40.273-08:00,
1,"Annie Joins Up","Annie Joins Up","",OTJ,191,,Normal,Rare,,,,,true,"legendary",false,"",expansion,,{1}{R}{G}{W},Legendary Enchantment,"When Annie Joins Up enters the battlefield, it deals 5 damage to target creature or planeswalker an opponent controls.; If a triggered ability of a legendary creature you control triggers, that ability triggers an additional time.",GRW,4C3AD545-B375-44A7-A24E-58BAACC4E4B6,normal,90537,124293,"655132",764048,1624A5F4-F5BC-47C9-85DE-C5520EE234CE,,,,,4,GRW,4011,"",5041,,false,false,otj,https://scryfall.com/card/otj/191/annie-joins-up?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-08-30T12:41:45.912-08:00,
1,"Apex Altisaur","Apex Altisaur","Commander: The Lost Caverns of Ixalan",LCC,232,English,Normal,Rare,525774,7532762,5.18,2024-01-15T15:25:10.904-09:00,false,"",false,"",commander,,{7}{G}{G},Creature — Dinosaur,"When Apex Altisaur enters the battlefield, it fights up to one target creature you don't control.; Enrage — Whenever Apex Altisaur is dealt damage, it fights up to one target creature you don't control.",G,FC467FE5-85AB-4C95-8D21-49096778B107,normal,0,118864,"640528",743584,1E6BEBA4-128C-418E-83ED-8A82AFC0C39E,,,10,10,9,G,1382,"Enrage, Fight",0,,true,false,lcc,https://scryfall.com/card/lcc/232/apex-altisaur?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-08-30T12:39:40.211-08:00,
1,"Arcane Signet","Arcane Signet","Commander: The Lost Caverns of Ixalan",LCC,299,English,Normal,Common,524261,7504154,0.53,2024-01-15T15:25:10.904-09:00,false,"",false,"",commander,,{2},Artifact,"{T}: Add one mana of any color in your commander's color identity.",,0BC7F093-BEF0-4F1A-852C-4B75EBF54838,normal,0,118998,"640595",740943,FC6C69A0-AC24-4486-8893-A6303D08FC6E,,,,,2,,3,"",0,BGRUW,true,false,lcc,https://scryfall.com/card/lcc/299/arcane-signet?utm_source=api,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-08-30T12:39:40.255-08:00,
1,"Battlefield Forge","Battlefield Forge","",BRO,297,,Normal,Rare,,,,,false,"",true,"boosterfun",expansion,,,Land,"{T}: Add {C}.; {T}: Add {R} or {W}. Battlefield Forge deals 1 damage to you.",,6B75B94E-83B7-457E-AC41-7CA90B5A59AA,normal,82796,0,"586091",0,7DBD1D94-9AE2-46DC-9ECE-26E72A323FD1,,,,,0,RW,175,"",139,CRW,true,false,bro,https://scryfall.com/card/bro/297/battlefield-forge?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,2024-08-30T12:41:45.916-08:00,
1,"Bellowing Aegisaur","Bellowing Aegisaur","Commander: The Lost Caverns of Ixalan",LCC,127,English,Normal,Uncommon,525837,7534967,0.13,2024-01-15T15:25:10.904-09:00,false,"",false,"",commander,,{5}{W},Creature — Dinosaur,"Enrage — Whenever Bellowing Aegisaur is dealt damage, put a +1/+1 counter on each other creature you control.",W,7063ABE1-87DD-4526-9867-F7CE255B2CF0,normal,0,118650,"640423",743480,F81607F4-D1CC-41A0-97EB-0C23133CFB6C,,,3,5,6,W,5123,"Enrage",10688,,true,false,lcc,https://scryfall.com/card/lcc/127/bellowing-aegisaur?utm_source=api,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,not_legal,not_legal,restricted,legal,not_legal,not_legal,not_legal,2024-08-30T12:39:40.259-08:00,
1,"Bronzebeak Foragers","Bronzebeak Foragers","Commander: The Lost Caverns of Ixalan",LCC,69,English,Normal,Rare,525719,7530817,1.41,2024-01-15T15:25:10.904-09:00,false,"",false,"",commander,,{3}{W},Creature — Dinosaur,"When Bronzebeak Foragers enters the battlefield, for each opponent, exile up to one target nonland permanent that player controls until Bronzebeak Foragers leaves the battlefield.; {X}{W}: Put target card with mana value X exiled with Bronzebeak Foragers into its owner's graveyard. You gain X life.",W,0F5F6F3E-1B3C-43E2-B11D-BD454366845C,normal,0,119142,"640029",743446,DADFCD91-3000-448E-A304-BE425FF68644,,,3,4,4,W,4546,"",0,,false,false,lcc,https://scryfall.com/card/lcc/69/bronzebeak-foragers?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-08-30T12:39:40.227-08:00,
1,"Brushland","Brushland","",BRO,298,,Normal,Rare,,,,,false,"",true,"boosterfun",expansion,,,Land,"{T}: Add {C}.; {T}: Add {G} or {W}. Brushland deals 1 damage to you.",,5EB8B497-EC9A-4A89-AD29-1EC3CA82DA7C,normal,82797,0,"586092",0,98178C9D-E113-4F0E-9A7B-3EBFAAFE2503,,,,,0,GW,418,"",93,CGW,true,false,bro,https://scryfall.com/card/bro/298/brushland?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,2024-08-30T12:41:45.919-08:00,
1,"Canopy Vista","Canopy Vista","Commander: The Lost Caverns of Ixalan",LCC,321,English,Normal,Rare,525906,7537387,0.29,2024-01-15T15:25:10.904-09:00,false,"",false,"",commander,,,Land — Forest Plains,"({T}: Add {G} or {W}.); Canopy Vista enters the battlefield tapped unless you control two or more basic lands.",,DCB7E046-F01B-497C-88E5-57794EB30CE5,normal,0,119042,"640617",743673,2258C917-763A-43A6-9635-A5181E6BB54D,,,,,0,GW,103,"",338,GW,true,false,lcc,https://scryfall.com/card/lcc/321/canopy-vista?utm_source=api,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-08-30T12:39:40.338-08:00,
1,"Chandra's Ignition","Chandra's Ignition","Commander: The Lost Caverns of Ixalan",LCC,220,English,Normal,Rare,525875,7536297,4.35,2024-01-15T15:25:10.904-09:00,false,"",false,"",commander,,{3}{R}{R},Sorcery,"Target creature you control deals damage equal to its power to each other creature and each opponent.",R,F61680DA-606E-4D16-B0A0-361AA5210901,normal,0,118840,"640516",743572,960F45A3-F9CF-41E6-B813-F3DEE620A944,,,,,5,R,712,"",11104,,true,false,lcc,https://scryfall.com/card/lcc/220/chandras-ignition?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,legal,not_legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-08-30T12:39:40.271-08:00,
